id,name,label,description,color,fillColor,weight,rawWeight,lat,lng,emoji,notes,source,target,edgeLabel,edgeColor,edgeWeight,relationship,extra
libdrm2,libdrm2,libdrm2,Userspace interface to kernel DRM services -- runtime,,,1,1,,,,Section=libs; Version=2.4.124-2,,,,,,,
libgbm1,libgbm1,libgbm1,generic buffer management API -- runtime,,,1,1,,,,Section=libs; Version=25.0.7-2,,,,,,,
libgraphene-1.0-0,libgraphene-1.0-0,libgraphene-1.0-0,library of graphic data types,,,1,1,,,,Section=libs; Version=1.10.8-5,,,,,,,
libinput10,libinput10,libinput10,input device management and event handling library - shared library,,,1,1,,,,Section=libs; Version=1.28.1-1,,,,,,,
liblcms2-2,liblcms2-2,liblcms2-2,Little CMS 2 color management library,,,1,1,,,,Section=libs; Version=2.16-2,,,,,,,
libstartup-notification0,libstartup-notification0,libstartup-notification0,library for program launch feedback (shared library),,,1,1,,,,Section=libs; Version=0.12-8,,,,,,,
libx11-xcb1,libx11-xcb1,libx11-xcb1,Xlib/XCB interface library,,,1,1,,,,Section=libs; Version=2:1.8.12-1,,,,,,,
libxcb-randr0,libxcb-randr0,libxcb-randr0,"X C Binding, randr extension",,,1,1,,,,Section=libs; Version=1.17.0-2+b1,,,,,,,
libxcb-res0,libxcb-res0,libxcb-res0,"X C Binding, res extension",,,1,1,,,,Section=libs; Version=1.17.0-2+b1,,,,,,,
libxkbcommon-x11-0,libxkbcommon-x11-0,libxkbcommon-x11-0,library to create keymaps with the XKB X11 protocol,,,1,1,,,,Section=libs; Version=1.7.0-2,,,,,,,
libxkbfile1,libxkbfile1,libxkbfile1,X11 keyboard file manipulation library,,,1,1,,,,Section=libs; Version=1:1.1.0-1+b4,,,,,,,
libxtst6,libxtst6,libxtst6,X11 Testing -- Record extension library,,,1,1,,,,Section=libs; Version=2:1.2.5-1,,,,,,,
fontconfig,fontconfig,fontconfig,generic font configuration library - support binaries,,,1,1,,,,Section=fonts; Version=2.15.0-2.3,,,,,,,
libthai0,libthai0,libthai0,Thai language support library,,,1,1,,,,Section=libs; Version=0.1.29-2+b1,,,,,,,
libpeas-common,libpeas-common,libpeas-common,Application plugin library (common files),,,1,1,,,,Section=libs; Version=1.36.0-3,,,,,,,
libpython3.13,libpython3.13,libpython3.13,Shared Python runtime library (version 3.13),,,1,1,,,,Section=libs; Version=3.13.5-2,,,,,,,
libasyncns0,libasyncns0,libasyncns0,Asynchronous name service query library,,,1,1,,,,Section=libs; Version=0.8-6+b5,,,,,,,
libsndfile1,libsndfile1,libsndfile1,Library for reading/writing audio files,,,1,1,,,,Section=libs; Version=1.2.2-2+b1,,,,,,,
libxres1,libxres1,libxres1,X11 Resource extension library,,,1,1,,,,Section=libs; Version=2:1.2.1-1+b2,,,,,,,
libwnck-3-common,libwnck-3-common,libwnck-3-common,Window Navigator Construction Kit - common files,,,1,1,,,,Section=libs; Version=43.2-1,,,,,,,
libdisplay-info2,libdisplay-info2,libdisplay-info2,EDID and DisplayID library (shared library),,,1,1,,,,Section=libs; Version=0.2.0-2,,,,,,,
libxfce4windowing-common,libxfce4windowing-common,libxfce4windowing-common,common files for libxfce4windowing,,,1,1,,,,Section=xfce; Version=4.20.2-1,,,,,,,
,,,,,,,,,,,,gnome-screensaver,budgie-core,Depends,#333,1,Depends,{}
,,,,,,,,,,,,budgie-session,budgie-core,Depends,#333,1,Depends,{}
,,,,,,,,,,,,gnome-settings-daemon,budgie-core,Depends,#333,1,Depends,{}
,,,,,,,,,,,,zenity,budgie-core,Depends,#333,1,Depends,{}
,,,,,,,,,,,,dconf-gsettings-backend,budgie-core,Depends,#333,1,Depends,{}
,,,,,,,,,,,,libasound2t64,budgie-core,Depends,#333,1,Depends,{}
,,,,,,,,,,,,libbudgie-appindexer0,budgie-core,Depends,#333,1,Depends,{}
,,,,,,,,,,,,libbudgie-plugin0,budgie-core,Depends,#333,1,Depends,{}
,,,,,,,,,,,,libbudgie-private0,budgie-core,Depends,#333,1,Depends,{}
,,,,,,,,,,,,libbudgie-raven-plugin0,budgie-core,Depends,#333,1,Depends,{}
,,,,,,,,,,,,libbudgietheme0,budgie-core,Depends,#333,1,Depends,{}
,,,,,,,,,,,,libc6,budgie-core,Depends,#333,1,Depends,{}
,,,,,,,,,,,,libcairo2,budgie-core,Depends,#333,1,Depends,{}
,,,,,,,,,,,,libcanberra-gtk3-0,budgie-core,Depends,#333,1,Depends,{}
,,,,,,,,,,,,libcanberra0,budgie-core,Depends,#333,1,Depends,{}
,,,,,,,,,,,,libgdk-pixbuf-2.0-0,budgie-core,Depends,#333,1,Depends,{}
,,,,,,,,,,,,libgee-0.8-2,budgie-core,Depends,#333,1,Depends,{}
,,,,,,,,,,,,libgirepository-1.0-1,budgie-core,Depends,#333,1,Depends,{}
,,,,,,,,,,,,libgles2,budgie-core,Depends,#333,1,Depends,{}
,,,,,,,,,,,,libglib2.0-0t64,budgie-core,Depends,#333,1,Depends,{}
,,,,,,,,,,,,libgnome-desktop-3-20t64,budgie-core,Depends,#333,1,Depends,{}
,,,,,,,,,,,,libgstreamer1.0-0,budgie-core,Depends,#333,1,Depends,{}
