id,name,label,description,color,fillColor,weight,rawWeight,lat,lng,emoji,notes,source,target,edgeLabel,edgeColor,edgeWeight,relationship,extra
r-cran-nnet,r-cran-nnet,r-cran-nnet,GNU R package for feed-forward neural networks,,,1,1,,,,Section=gnu-r; Version=7.3-20-1,,,,,,,
r-cran-ordinal,r-cran-ordinal,r-cran-ordinal,GNU R regression models for ordinal data,,,1,1,,,,Section=gnu-r; Version=2023.12-4.1-1,,,,,,,
r-cran-plm,r-cran-plm,r-cran-plm,GNU R estimators and tests for panel data econometrics,,,1,1,,,,Section=gnu-r; Version=2.6-5-1,,,,,,,
r-cran-psych,r-cran-psych,r-cran-psych,"GNU R procedures for psychological, psychometric, and personality research",,,1,1,,,,Section=gnu-r; Version=2.4.12-1,,,,,,,
r-cran-quantreg,r-cran-quantreg,r-cran-quantreg,GNU R package for quantile regression,,,1,1,,,,Section=gnu-r; Version=6.1-1,,,,,,,
r-cran-robust,r-cran-robust,r-cran-robust,"Port of the S+ ""Robust Library""",,,1,1,,,,Section=gnu-r; Version=0.7-5-1,,,,,,,
r-cran-robustbase,r-cran-robustbase,r-cran-robustbase,GNU R package providing basic robust statistics,,,1,1,,,,Section=gnu-r; Version=0.99-4-1-1,,,,,,,
r-cran-rsample,r-cran-rsample,r-cran-rsample,GNU R general resampling infrastructure,,,1,1,,,,Section=gnu-r; Version=1.2.1+dfsg-1,,,,,,,
r-cran-sandwich,r-cran-sandwich,r-cran-sandwich,GNU R package for model-robust standard error estimates,,,1,1,,,,Section=gnu-r; Version=3.1-1-1,,,,,,,
r-cran-spdep,r-cran-spdep,r-cran-spdep,"GNU R spatial dependence: weighting schemes, statistics and models",,,1,1,,,,Section=gnu-r; Version=1.3-5+dfsg-1,,,,,,,
r-cran-spatialreg,r-cran-spatialreg,r-cran-spatialreg,GNU R spatial regression analysis,,,1,1,,,,Section=gnu-r; Version=1.3-6+dfsg-1,,,,,,,
r-cran-spelling,r-cran-spelling,r-cran-spelling,tools for spell checking in GNU R,,,1,1,,,,Section=gnu-r; Version=2.3.1-1,,,,,,,
r-cran-survey,r-cran-survey,r-cran-survey,Analysis of Complex Survey Samples,,,1,1,,,,Section=gnu-r; Version=4.4-2-2,,,,,,,
r-cran-systemfit,r-cran-systemfit,r-cran-systemfit,GNU R estimating systems of simultaneous equations,,,1,1,,,,Section=gnu-r; Version=1.1-30-1,,,,,,,
r-cran-tseries,r-cran-tseries,r-cran-tseries,GNU R package for time-series analysis and comp. finance,,,1,1,,,,Section=gnu-r; Version=0.10-58-1,,,,,,,
r-cran-zoo,r-cran-zoo,r-cran-zoo,GNU R package for totally ordered indexed observations,,,1,1,,,,Section=gnu-r; Version=1.8-14-1,,,,,,,
